LDT	Model	Mã SC	Sửa Chữa	Mã LK	Linh Kiện	Loại Bảo Hành	Tiền Công Sửa
HTC	HTC-PM59100	HTC-M002-TP	Thay socket cảm ứng	75H00987-00M	Đầu nối cảm ứng Desire S, Incredible S	YES	
HTC	HTC-PM59100	HTC-M002-DLP	Thay socket màn hình	75H00995-00M	Đầu nối màn hình S510B; Sensation	BH DV	
HTC	HTC-PM59100	HTC-M002-DLP	Thay socket màn hình	75H00995-00M	Đầu nối màn hình S510B; Sensation	NO	
HTC	HTC-PM59100	HTC-M002-DLP	Thay socket màn hình	75H00995-00M	Đầu nối màn hình S510B; Sensation	HTC BHQT	
HTC	HTC-PM59100	HTC-M002-DLP	Thay socket màn hình	75H00995-00M	Đầu nối màn hình S510B; Sensation	YES	
HTC	HTC-PM59100	HTC-M002-SIM	Thay ổ SIM	75H01111-00M	Ổ sim One S, 8S	REFURBISH	
HTC	HTC-PM59100	HTC-M002-SIM	Thay ổ SIM	75H01111-00M	Ổ sim One S, 8S	YES	
HTC	HTC-PM59100	HTC-M002-SD	Thay ổ thẻ nhớ	75H01139-00M	Ổ thẻ nhớ 8S/ Butterfly S	YES	
HTC	HTC-PM59100	HTC-C122-SIM	Thay cáp ổ SIM/ ổ thẻ	75H01139-00M	Ổ thẻ nhớ 8S/ Butterfly S	YES	
HTC	HTC-PM59100	HTC-M101-White	Thay bo mạch chính (trắng)	77H50001-00M	Miếng dán pin của 8S	YES	
HTC	HTC-PM59100	HTC-L101.2-Red	Thay màn hình có cảm ứng và mặt trước (đỏ)	77H50001-00M	Miếng dán pin của 8S	REFURBISH	
HTC	HTC-PM59100	HTC-L101.2-Red	Thay màn hình có cảm ứng và mặt trước (đỏ)	77H50001-00M	Miếng dán pin của 8S	YES	
HTC	HTC-PM59100	HTC-L101.2-White	Thay màn hình có cảm ứng và mặt trước (trắng)	77H50001-00M	Miếng dán pin của 8S	YES	
HTC	HTC-PM59100	HTC-G103.1	Thay loa	77H50001-00M	Miếng dán pin của 8S	YES	
HTC	HTC-PM59100	HTC-G117-Main	Thay camera chính	77H50001-00M	Miếng dán pin của 8S	YES	
HTC	HTC-PM59100	HTC-G117-Sub	Thay camera phụ	77H50001-00M	Miếng dán pin của 8S	YES	
HTC	HTC-PM59100	HTC-L101.2-Blue	Thay màn hình có cảm ứng và mặt trước (xanh)	77H50001-00M	Miếng dán pin của 8S	HTC BHQT	
HTC	HTC-PM59100	HTC-L101.2-Blue	Thay màn hình có cảm ứng và mặt trước (xanh)	77H50001-00M	Miếng dán pin của 8S	YES	
HTC	HTC-PM59100	HTC-L101.2-Black	Thay màn hình có cảm ứng và mặt trước (đen)	77H50001-00M	Miếng dán pin của 8S	REFURBISH	
HTC	HTC-PM59100	HTC-L101.2-Yellow	Thay màn hình có cảm ứng và mặt trước (vàng)	77H50001-00M	Miếng dán pin của 8S	YES	
HTC	HTC-PM59100	HTC-M101-Blue	Thay bo mạch chính (xanh)	77H50001-00M	Miếng dán pin của 8S	HTC BHQT	
HTC	HTC-PM59100	HTC-M101-Blue	Thay bo mạch chính (xanh)	77H50001-00M	Miếng dán pin của 8S	YES	
HTC	HTC-PM59100	HTC-M101-Black	Thay bo mạch chính (đen)	77H50001-00M	Miếng dán pin của 8S	REFURBISH	
HTC	HTC-PM59100	HTC-M101-Black	Thay bo mạch chính (đen)	77H50001-00M	Miếng dán pin của 8S	YES	
HTC	HTC-PM59100	HTC-M101-Gray	Thay bo mạch chính (xám)	77H50001-00M	Miếng dán pin của 8S	HTC BHQT	
HTC	HTC-PM59100	HTC-M101-Gray	Thay bo mạch chính (xám)	77H50001-00M	Miếng dán pin của 8S	YES	
HTC	HTC-PM59100	HTC-M101-Red	Thay bo mạch chính (đỏ)	77H50001-00M	Miếng dán pin của 8S	YES	
HTC	HTC-PM59100	HTC-M101-Yello	Thay bo mạch chính (vàng)	77H50001-00M	Miếng dán pin của 8S	YES	
HTC	HTC-PM59100	HTC-G101-Black	Thay sạc (đen)	79H00120-01M	Sạc HTC (kg cáp USB) 200mA/5V-1A (đen)	BH DV	
HTC	HTC-PM59100	HTC-G101-Black	Thay sạc (đen)	79H00120-01M	Sạc HTC (kg cáp USB) 200mA/5V-1A (đen)	NO	
HTC	HTC-PM59100	HTC-G101-Black	Thay sạc (đen)	79H00120-01M	Sạc HTC (kg cáp USB) 200mA/5V-1A (đen)	HTC BHQT	
HTC	HTC-PM59100	HTC-G101-Black	Thay sạc (đen)	79H00120-01M	Sạc HTC (kg cáp USB) 200mA/5V-1A (đen)	REFURBISH	
HTC	HTC-PM59100	HTC-G101-Black	Thay sạc (đen)	79H00120-01M	Sạc HTC (kg cáp USB) 200mA/5V-1A (đen)	YES	
HTC	HTC-PM59100	HTC-G101-White	Thay sạc (trắng)	79H00120-02M	Sạc HTC (kg cáp USB) 200mA/5V-1A (trắng)	YES	
HTC	HTC-PM59100	HTC-L101.2-Blue	Thay màn hình có cảm ứng và mặt trước (xanh)	80H01413-01	Màn hình có cảm ứng 8S (xanh)	HTC BHQT	
HTC	HTC-PM59100	HTC-L101.2-Blue	Thay màn hình có cảm ứng và mặt trước (xanh)	80H01413-01	Màn hình có cảm ứng 8S (xanh)	YES	
HTC	HTC-PM59100	HTC-L101.2-Black	Thay màn hình có cảm ứng và mặt trước (đen)	80H01413-02	Màn hình có cảm ứng 8S (đen)	REFURBISH	
HTC	HTC-PM59100	HTC-L101.2-Black	Thay màn hình có cảm ứng và mặt trước (đen)	80H01413-02	Màn hình có cảm ứng 8S (đen)	YES	
HTC	HTC-PM59100	HTC-L101.2-White	Thay màn hình có cảm ứng và mặt trước (trắng)	80H01413-02	Màn hình có cảm ứng 8S (đen)	YES	
HTC	HTC-PM59100	HTC-L101.2-Yellow	Thay màn hình có cảm ứng và mặt trước (vàng)	80H01413-03	Màn hình có cảm ứng 8S (vàng)	YES	
HTC	HTC-PM59100	HTC-L101.2-Red	Thay màn hình có cảm ứng và mặt trước (đỏ)	80H01413-04	Màn hình có cảm ứng 8S (đỏ)	REFURBISH	
HTC	HTC-PM59100	HTC-M101-Blue	Thay bo mạch chính (xanh)	99HSS096-02	Bo mạch chính 8S (xanh)	HTC BHQT	
HTC	HTC-PM59100	HTC-M101-Blue	Thay bo mạch chính (xanh)	99HSS096-02	Bo mạch chính 8S (xanh)	YES	
HTC	HTC-PM59100	HTC-M101-Red	Thay bo mạch chính (đỏ)	99HSS097-02	Bo mạch chính 8S (đỏ)	YES	
HTC	HTC-PM59100	HTC-M101-Black	Thay bo mạch chính (đen)	99HSS098-02	Bo mạch chính 8S (đen)	REFURBISH	
HTC	HTC-PM59100	HTC-M101-Black	Thay bo mạch chính (đen)	99HSS098-02	Bo mạch chính 8S (đen)	YES	
HTC	HTC-PM59100	HTC-M101-Gray	Thay bo mạch chính (xám)	99HSS099-02	Bo mạch chính 8S (xám)	HTC BHQT	
HTC	HTC-PM59100	HTC-M101-Gray	Thay bo mạch chính (xám)	99HSS099-02	Bo mạch chính 8S (xám)	YES	
HTC	HTC-PM59100	HTC-M101-Yello	Thay bo mạch chính (vàng)	99HSS099-02	Bo mạch chính 8S (xám)	YES	
HTC	HTC 8X AT&T PM23300	HTC-M002.2-BPWR	Thay nút nguồn	51H20487-00M	Phím nguồn 8X	YES	
HTC	HTC 8X AT&T PM23300	HTC-G103.1	Thay loa	36H01904-00M	Loa 8X/S, Desire 200/300/500/501/C/L/SV, One SV/X+	NO	
HTC	HTC-PM23200	HTC-G103.1	Thay loa	36H01904-00M	Loa 8X/S, Desire 200/300/500/501/C/L/SV, One SV/X+	NO	
HTC	HTC-PM23200	HTC-G103.1	Thay loa	36H01904-00M	Loa 8X/S, Desire 200/300/500/501/C/L/SV, One SV/X+	REFURBISH	
HTC	HTC-PM23200	HTC-G103.1	Thay loa	36H01904-00M	Loa 8X/S, Desire 200/300/500/501/C/L/SV, One SV/X+	YES	
HTC	HTC-PM23200	HTC-L101.2-Blue	Thay màn hình có cảm ứng và mặt trước (xanh)	36H01904-00M	Loa 8X/S, Desire 200/300/500/501/C/L/SV, One SV/X+	REFURBISH	
HTC	HTC-PM23200	HTC-L101.2-Blue	Thay màn hình có cảm ứng và mặt trước (xanh)	36H01904-00M	Loa 8X/S, Desire 200/300/500/501/C/L/SV, One SV/X+	YES	
HTC	HTC-PM23200	HTC-L101.2-Black	Thay màn hình có cảm ứng và mặt trước (đen)	36H01904-00M	Loa 8X/S, Desire 200/300/500/501/C/L/SV, One SV/X+	HTC BHQT	
HTC	HTC-PM23200	HTC-L101.2-Black	Thay màn hình có cảm ứng và mặt trước (đen)	36H01904-00M	Loa 8X/S, Desire 200/300/500/501/C/L/SV, One SV/X+	REFURBISH	
HTC	HTC-PM23200	HTC-L101.2-Black	Thay màn hình có cảm ứng và mặt trước (đen)	36H01904-00M	Loa 8X/S, Desire 200/300/500/501/C/L/SV, One SV/X+	YES	
HTC	HTC-PM23200	HTC-M002.2-MIC	Thay micro trên	36H01899-00M	Micro 8X	YES	
HTC	HTC-PM23200	HTC-G106-Black	Thay tai nghe (đen)	39H00013-00M	Tai nghe HTC (đen) 8S/8X/Butterfly, Desire 300/500/700/C/L/SV/U/V/X, One S/SV/V/X/X+	YES	
HTC	HTC-PM23200	HTC-C122.3-PWR	Thay cáp tín hiệu nút Power	51H20487-00M	Phím nguồn 8X	HTC BHQT	
HTC	HTC-PM23200	HTC-C122.3-PWR	Thay cáp tín hiệu nút Power	51H20487-00M	Phím nguồn 8X	YES	
HTC	HTC-PM23200	HTC-M002-JEAR	Thay jack tai nghe	51H20488-00M	Giắc tai nghe 8X	YES	
HTC	HTC-PM23200	HTC-C122-SIMFPC	Thay cáp ổ SIM	51H20501-00M	Cáp tín hiệu bo ổ sim (40 chân) 8X	YES	
HTC	HTC-PM23200	HTC-B108	Thay cáp kết nối bên trong máy	51H20502-00M	Cáp tín hiệu bo ổ sim (50 chân) 8X	YES	
HTC	HTC-PM23200	HTC-G106-White	Thay tai nghe (Trắng)	39H00013-01M	Tai nghe HTC (trắng) 8S/8X/Butterfly, Desire 300/500/700/C/L/SV/U/V/X, One S/SV/V/X/X+	YES	
HTC	HTC-PM23200	HTC-M104.2	Thay bo trên	51H00819-01M	Bo tín hiệu ổ sim 8X	HTC BHQT	
HTC	HTC-PM23200	HTC-M104.2	Thay bo trên	51H00819-01M	Bo tín hiệu ổ sim 8X	REFURBISH	
HTC	HTC-PM23200	HTC-M104.2	Thay bo trên	51H00819-01M	Bo tín hiệu ổ sim 8X	YES	
HTC	HTC-PM23200	HTC-M104.2	Thay bo trên	51H00819-01M	Bo tín hiệu ổ sim 8X	YES	
HTC	HTC-PM23200	HTC-C122.3-SSR	Thay bo cảm biến	51H00701-02M	Bo cảm biến quang 8X	YES	
HTC	HTC-PM23200	HTC-M104.1	Thay bo dưới/ bo sạc/ bo micro	51H10203-00M	Bo đuôi sạc 8X	YES	
HTC	HTC-PM23200	HTC-G103	Thay chuông	36H01897-01M	Chuông Desire 200/500/C/S/SV/U/V/X, S510b, One X, Wildfire S	REFURBISH	
HTC	HTC-PM23200	HTC-G103	Thay chuông	36H01897-01M	Chuông Desire 200/500/C/S/SV/U/V/X, S510b, One X, Wildfire S	YES	
HTC	HTC-PM23200	HTC-G105	Thay rung	36H00969-00M	Bộ phận rung (mô tơ) 8X	REFURBISH	
HTC	HTC-PM23200	HTC-G105	Thay rung	36H00969-00M	Bộ phận rung (mô tơ) 8X	YES	
HTC	HTC-PM23200	HTC-M002-Mic	Thay micro dưới (phải dùng mỏ hàn)	36H01020-00P	Micro bên dưới 8X	YES	
HTC	HTC-PM23200	HTC-L101.2-Black	Thay màn hình có cảm ứng và mặt trước (đen)	35H00199-01M	Pin sạc 1800mAh/3,7V 8X	HTC BHQT	
HTC	HTC-PM23200	HTC-B101	Thay pin chính (phải mở máy)	35H00199-01M	Pin sạc 1800mAh/3,7V 8X	BH DV	
HTC	HTC-PM23200	HTC-B101	Thay pin chính (phải mở máy)	35H00199-01M	Pin sạc 1800mAh/3,7V 8X	NO	
HTC	HTC-PM23200	HTC-B101	Thay pin chính (phải mở máy)	35H00199-01M	Pin sạc 1800mAh/3,7V 8X	HTC BHQT	
HTC	HTC-PM23200	HTC-B101	Thay pin chính (phải mở máy)	35H00199-01M	Pin sạc 1800mAh/3,7V 8X	REFURBISH	
HTC	HTC-PM23200	HTC-B101	Thay pin chính (phải mở máy)	35H00199-01M	Pin sạc 1800mAh/3,7V 8X	YES	
HTC	HTC-PM23200	HTC-M002-Flash	Thay đèn Flash bên trong máy	27H00409-00M	Đèn Flash 8X	YES	
HTC	HTC-PM23200	HTC-G110-BK	Thay cáp tín hiệu Micro-USB (đen)	73H00418-24M	Cáp tín hiệu MicroUSB HTC (đen)	BH DV	
HTC	HTC-PM23200	HTC-G110-BK	Thay cáp tín hiệu Micro-USB (đen)	73H00418-24M	Cáp tín hiệu MicroUSB HTC (đen)	NO	
HTC	HTC-PM23200	HTC-G110-BK	Thay cáp tín hiệu Micro-USB (đen)	73H00418-24M	Cáp tín hiệu MicroUSB HTC (đen)	HTC BHQT	
HTC	HTC-PM23200	HTC-G110-BK	Thay cáp tín hiệu Micro-USB (đen)	73H00418-24M	Cáp tín hiệu MicroUSB HTC (đen)	REFURBISH	
HTC	HTC-PM23200	HTC-G110-BK	Thay cáp tín hiệu Micro-USB (đen)	73H00418-24M	Cáp tín hiệu MicroUSB HTC (đen)	YES	
HTC	HTC-PM23200	HTC-G110-WT	Thay cáp tín hiệu Micro-USB (trắng)	73H00418-20M	Cáp tín hiệu MicroUSB HTC (trắng)	BH DV	
HTC	HTC-PM23200	HTC-G110-WT	Thay cáp tín hiệu Micro-USB (trắng)	73H00418-20M	Cáp tín hiệu MicroUSB HTC (trắng)	NO	
HTC	HTC-PM23200	HTC-G110-WT	Thay cáp tín hiệu Micro-USB (trắng)	73H00418-20M	Cáp tín hiệu MicroUSB HTC (trắng)	HTC BHQT	
HTC	HTC-PM23200	HTC-G110-WT	Thay cáp tín hiệu Micro-USB (trắng)	73H00418-20M	Cáp tín hiệu MicroUSB HTC (trắng)	REFURBISH	
HTC	HTC-PM23200	HTC-G110-WT	Thay cáp tín hiệu Micro-USB (trắng)	73H00418-20M	Cáp tín hiệu MicroUSB HTC (trắng)	YES	
HTC	HTC-PM23200	HTC-G117-Sub	Thay camera phụ	54H00475-00M	Camera phụ 8X, Butterfly, Desire 501	BH DV	
HTC	HTC-PM23200	HTC-G117-Sub	Thay camera phụ	54H00475-00M	Camera phụ 8X, Butterfly, Desire 501	NO	
HTC	HTC-PM23200	HTC-G117-Sub	Thay camera phụ	54H00475-00M	Camera phụ 8X, Butterfly, Desire 501	HTC BHQT	
HTC	HTC-PM23200	HTC-G117-Sub	Thay camera phụ	54H00475-00M	Camera phụ 8X, Butterfly, Desire 501	REFURBISH	
HTC	HTC-PM23200	HTC-G117-Sub	Thay camera phụ	54H00475-00M	Camera phụ 8X, Butterfly, Desire 501	YES	
HTC	HTC-PM23200	HTC-G117-Main	Thay camera chính	54H00479-00M	Camera chính 8X, Butterfly	BH DV	
HTC	HTC-PM23200	HTC-G117-Main	Thay camera chính	54H00479-00M	Camera chính 8X, Butterfly	NO	
HTC	HTC-PM23200	HTC-G117-Main	Thay camera chính	54H00479-00M	Camera chính 8X, Butterfly	HTC BHQT	
HTC	HTC-PM23200	HTC-G117-Main	Thay camera chính	54H00479-00M	Camera chính 8X, Butterfly	REFURBISH	
HTC	HTC-PM23200	HTC-G117-Main	Thay camera chính	54H00479-00M	Camera chính 8X, Butterfly	YES	
HTC	HTC-PM23200	HTC-L101.2-Black	Thay màn hình có cảm ứng và mặt trước (đen)	66H00119-04M	Miếng dán bảo vệ màn hình 8X	HTC BHQT	
HTC	HTC-PM23200	HTC-L101.2-Black	Thay màn hình có cảm ứng và mặt trước (đen)	66H00119-04M	Miếng dán bảo vệ màn hình 8X	YES	
HTC	HTC-PM23200	HTC-L101.2-Blue	Thay màn hình có cảm ứng và mặt trước (xanh)	66H00119-04M	Miếng dán bảo vệ màn hình 8X	YES	
HTC	HTC-PM23200	HTC-G111-Blue	Thay khay SIM (xanh)	71H04317-00M	Khung ổ sim 8X (xanh)	BH DV	
HTC	HTC-PM23200	HTC-G111-Blue	Thay khay SIM (xanh)	71H04317-00M	Khung ổ sim 8X (xanh)	NO	
HTC	HTC-PM23200	HTC-G111-Blue	Thay khay SIM (xanh)	71H04317-00M	Khung ổ sim 8X (xanh)	HTC BHQT	
HTC	HTC-PM23200	HTC-G111-Blue	Thay khay SIM (xanh)	71H04317-00M	Khung ổ sim 8X (xanh)	REFURBISH	
HTC	HTC-PM23200	HTC-G111-Blue	Thay khay SIM (xanh)	71H04317-00M	Khung ổ sim 8X (xanh)	YES	
HTC	HTC-PM23200	HTC-G111-Black	Thay khay SIM (đen)	71H04317-01M	Khung ổ sim 8X (đen)	BH DV	
HTC	HTC-PM23200	HTC-G111-Black	Thay khay SIM (đen)	71H04317-01M	Khung ổ sim 8X (đen)	NO	
HTC	HTC-PM23200	HTC-G111-Black	Thay khay SIM (đen)	71H04317-01M	Khung ổ sim 8X (đen)	HTC BHQT	
HTC	HTC-PM23200	HTC-G111-Black	Thay khay SIM (đen)	71H04317-01M	Khung ổ sim 8X (đen)	REFURBISH	
HTC	HTC-PM23200	HTC-G111-Black	Thay khay SIM (đen)	71H04317-01M	Khung ổ sim 8X (đen)	YES	
HTC	HTC-PM23200	HTC-M002-JUSB	Thay jack USB/ Micro USB	72H06268-00M	Kim loại đỡ đuôi sạc 8X	BH DV	
HTC	HTC-PM23200	HTC-M002-JUSB	Thay jack USB/ Micro USB	72H06268-00M	Kim loại đỡ đuôi sạc 8X	NO	
HTC	HTC-PM23200	HTC-M002-JUSB	Thay jack USB/ Micro USB	72H06268-00M	Kim loại đỡ đuôi sạc 8X	HTC BHQT	
HTC	HTC-PM23200	HTC-O01.1-BL	Đổi máy (xanh)	99HSK088-01	Thân máy 8X (màu xanh) / ACCORD#U-C9#ASIA	YES	
HTC	HTC-PM23200	HTC-M101-Blue	Thay bo mạch chính (xanh)	99HSK088-02	Bo mạch chính 8X (xanh)	HTC BHQT	
HTC	HTC-PM23200	HTC-M101-Blue	Thay bo mạch chính (xanh)	99HSK088-02	Bo mạch chính 8X (xanh)	REFURBISH	
HTC	HTC-PM23200	HTC-M101-Blue	Thay bo mạch chính (xanh)	99HSK088-02	Bo mạch chính 8X (xanh)	YES	
HTC	HTC-PM23200	HTC-O01.1-BK	Đổi máy (đen)	99HSK089-01	Thân máy 8X (màu đen) / ACCORD#U-C9#ASIA	REFURBISH	
HTC	HTC-PM23200	HTC-O01.1-BK	Đổi máy (đen)	99HSK089-01	Thân máy 8X (màu đen) / ACCORD#U-C9#ASIA	YES	
HTC	HTC-PM23200	HTC-M101-Black	Thay bo mạch chính (đen)	99HSK089-02	Bo mạch chính 8X (đen)	NO	
HTC	HTC-PM23200	HTC-M101-Black	Thay bo mạch chính (đen)	99HSK089-02	Bo mạch chính 8X (đen)	REFURBISH	
HTC	HTC-PM23200	HTC-M101-Black	Thay bo mạch chính (đen)	99HSK089-02	Bo mạch chính 8X (đen)	YES	
HTC	HTC-PM23200	HTC-L101.2-Blue	Thay màn hình có cảm ứng và mặt trước (xanh)	80H01389-00	Màn hình có cảm ứng 8X (xanh)	REFURBISH	
HTC	HTC-PM23200	HTC-L101.2-Blue	Thay màn hình có cảm ứng và mặt trước (xanh)	80H01389-00	Màn hình có cảm ứng 8X (xanh)	YES	
HTC	HTC-PM23200	HTC-L101.2-Black	Thay màn hình có cảm ứng và mặt trước (đen)	80H01389-01	Màn hình có cảm ứng 8X (đen)	BH DV	
HTC	HTC-PM23200	HTC-L101.2-Black	Thay màn hình có cảm ứng và mặt trước (đen)	80H01389-01	Màn hình có cảm ứng 8X (đen)	NO	
HTC	HTC-PM23200	HTC-L101.2-Black	Thay màn hình có cảm ứng và mặt trước (đen)	80H01389-01	Màn hình có cảm ứng 8X (đen)	HTC BHQT	
HTC	HTC-PM23200	HTC-L101.2-Black	Thay màn hình có cảm ứng và mặt trước (đen)	80H01389-01	Màn hình có cảm ứng 8X (đen)	REFURBISH	
HTC	HTC-PM23200	HTC-L101.2-Black	Thay màn hình có cảm ứng và mặt trước (đen)	80H01389-01	Màn hình có cảm ứng 8X (đen)	YES	
HTC	HTC-PM23200	HTC-G101-White	Thay sạc (trắng)	79H00120-02M	Sạc HTC (kg cáp USB) 200mA/5V-1A (trắng)	YES	
HTC	HTC-PM23200	HTC-G101-Black	Thay sạc (đen)	79H00120-01M	Sạc HTC (kg cáp USB) 200mA/5V-1A (đen)	YES	
HTC	HTC-PM23200	HTC-P002	Fix theo SA	76H0A159-00M	Miếng dán cách điện bo trên với màn hình 8X	HTC BHQT	
HTC	HTC-PM23200	HTC-P002	Fix theo SA	76H0A159-00M	Miếng dán cách điện bo trên với màn hình 8X	REFURBISH	
HTC	HTC-PM23200	HTC-P002	Fix theo SA	76H0A159-00M	Miếng dán cách điện bo trên với màn hình 8X	YES	
HTC	HTC-PM23200	HTC-P002	Fix theo SA	76H0A226-00M	Miếng dán cách điện bo trên với ổ sim 8X	HTC BHQT	
HTC	HTC-PM23200	HTC-P002	Fix theo SA	76H0A226-00M	Miếng dán cách điện bo trên với ổ sim 8X	REFURBISH	
HTC	HTC-PM23200	HTC-P002	Fix theo SA	76H0A226-00M	Miếng dán cách điện bo trên với ổ sim 8X	YES	
HTC	HTC-PM23200	HTC-M002-JUSB	Thay jack USB/ Micro USB	75H01123-11M	Đuôi sạc Desire 700	REFURBISH	
HTC	HTC-PM23200	HTC-M002-JUSB	Thay jack USB/ Micro USB	75H01123-11M	Đuôi sạc Desire 700	YES	
HTC	HTC-PM23200	HTC-M002-TP	Thay socket cảm ứng	75H00987-00M	Đầu nối cảm ứng Desire S, Incredible S	YES	
HTC	HTC-PM23200	HTC-M002-SIM	Thay ổ SIM	75H01099-04M	Ổ sim One X, One X +, 8X, Butterfly	YES	
HTC	HTC-PM23200	HTC-00	Mở máy/vệ sinh tổng quát	76H09488-00M	Keo dán viền nắp lưng 8X	YES	
HTC	HTC-PM23200	HTC-00	Mở máy/vệ sinh tổng quát	76H09489-00M	(Hết hàng luôn) Keo dán viền nắp lưng 8X	YES	
HTC	HTC-PM23200	HTC-00	Mở máy/vệ sinh tổng quát	76H09618-00M	Miếng dán cố định bên trái bo đuôi sạc 8X	YES	
HTC	HTC-PM23200	HTC-00	Mở máy/vệ sinh tổng quát	76H09619-00M	Miếng dán cố định bên phải bo đuôi sạc 8X	YES	
HTC	HTC-PM23200	HTC-M002-EAR	Thay socket jack tai nghe	75H00969-00M	Đầu nối cáp tín hiệu âm thanh One V, S510b	YES	
HTC	HTC-PM23200	HTC-M002-DLP	Thay socket màn hình	75H00973-00M	Đầu nối màn hình One X	YES	
HTC	HTC-PM23200	HTC-M002-PWR	Thay socket nút Power	75H00709-01M	Đầu nối cáp tín hiệu cảm biến xoay One V	YES	
HTC	HTC-PM23200	HTC-C112-Black	Thay nắp lưng (đen)	74H02316-02M	Vỏ ngoài 8X (đen)	BH DV	
HTC	HTC-PM23200	HTC-C112-Black	Thay nắp lưng (đen)	74H02316-02M	Vỏ ngoài 8X (đen)	NO	
HTC	HTC-PM23200	HTC-C112-Black	Thay nắp lưng (đen)	74H02316-02M	Vỏ ngoài 8X (đen)	HTC BHQT	
HTC	HTC-PM23200	HTC-C112-Black	Thay nắp lưng (đen)	74H02316-02M	Vỏ ngoài 8X (đen)	REFURBISH	
HTC	HTC-PM23200	HTC-C112-Black	Thay nắp lưng (đen)	74H02316-02M	Vỏ ngoài 8X (đen)	YES	
HTC	HTC-PM23200	HTC-C112-Blue	Thay nắp lưng (xanh)	74H02316-03M	Vỏ ngoài 8X (xanh)	BH DV	
HTC	HTC-PM23200	HTC-C112-Blue	Thay nắp lưng (xanh)	74H02316-03M	Vỏ ngoài 8X (xanh)	NO	
HTC	HTC-PM23200	HTC-C112-Blue	Thay nắp lưng (xanh)	74H02316-03M	Vỏ ngoài 8X (xanh)	HTC BHQT	
HTC	HTC-PM23200	HTC-C112-Blue	Thay nắp lưng (xanh)	74H02316-03M	Vỏ ngoài 8X (xanh)	REFURBISH	
HTC	HTC-PM23200	HTC-C112-Blue	Thay nắp lưng (xanh)	74H02316-03M	Vỏ ngoài 8X (xanh)	YES	
HTC	HTC-PM23200	HTC-B108-GPS	Thay cáp anten GPS	73H00446-00M	Cáp tín hiệu anten 8X	YES	
HTC	HTC-PM23200	HTC-B108-BTWF	Thay cáp anten Wifi/ Bluetooth	73H00448-00M	Cáp tín hiệu anten wifi 8X	BH DV	
HTC	HTC-PM23200	HTC-B108-BTWF	Thay cáp anten Wifi/ Bluetooth	73H00448-00M	Cáp tín hiệu anten wifi 8X	NO	
HTC	HTC-PM23200	HTC-B108-BTWF	Thay cáp anten Wifi/ Bluetooth	73H00448-00M	Cáp tín hiệu anten wifi 8X	HTC BHQT	
HTC	HTC-PM23200	HTC-B108-BTWF	Thay cáp anten Wifi/ Bluetooth	73H00448-00M	Cáp tín hiệu anten wifi 8X	REFURBISH	
HTC	HTC-PM23200	HTC-B108-BTWF	Thay cáp anten Wifi/ Bluetooth	73H00448-00M	Cáp tín hiệu anten wifi 8X	YES	
HTC	HTC-PM23200	HTC-B108-GPS	Thay cáp anten GPS	73H00449-00M	Cáp tín hiệu anten GPS 8X	BH DV	
HTC	HTC-PM23200	HTC-B108-GPS	Thay cáp anten GPS	73H00449-00M	Cáp tín hiệu anten GPS 8X	NO	
HTC	HTC-PM23200	HTC-B108-GPS	Thay cáp anten GPS	73H00449-00M	Cáp tín hiệu anten GPS 8X	HTC BHQT	
HTC	HTC-PM23200	HTC-B108-GPS	Thay cáp anten GPS	73H00449-00M	Cáp tín hiệu anten GPS 8X	REFURBISH	
HTC	HTC-PM23200	HTC-B108-AT	Thay cáp anten sóng	73H00449-00M	Cáp tín hiệu anten GPS 8X	BH DV	
HTC	HTC-PM23200	HTC-B108-AT	Thay cáp anten sóng	73H00449-00M	Cáp tín hiệu anten GPS 8X	NO	
HTC	HTC-PM23200	HTC-B108-AT	Thay cáp anten sóng	73H00449-00M	Cáp tín hiệu anten GPS 8X	HTC BHQT	
HTC	HTC-PM23200	HTC-B108-AT	Thay cáp anten sóng	73H00449-00M	Cáp tín hiệu anten GPS 8X	REFURBISH	
HTC	HTC-PM23200	HTC-B108-AT	Thay cáp anten sóng	73H00449-00M	Cáp tín hiệu anten GPS 8X	YES	
HTC	HTC Butterfly S	HTC-L101.2	Thay màn hình có cảm ứng và mặt trước	77H50014-01M	Miếng dán pin Butterfly S	HTC BHQT	
HTC	HTC Butterfly S	HTC-L101.2	Thay màn hình có cảm ứng và mặt trước	77H50014-01M	Miếng dán pin Butterfly S	YES	
HTC	HTC Butterfly S	HTC-L101.2	Thay màn hình có cảm ứng và mặt trước	80H01586-00	Màn hình Butterfly S (đỏ dùng cho máy màu đen)	HTC BHQT	
HTC	HTC Butterfly S	HTC-L101.2	Thay màn hình có cảm ứng và mặt trước	80H01586-00	Màn hình Butterfly S (đỏ dùng cho máy màu đen)	REFURBISH	
HTC	HTC Butterfly S	HTC-L101.2	Thay màn hình có cảm ứng và mặt trước	80H01586-00	Màn hình Butterfly S (đỏ dùng cho máy màu đen)	YES	
HTC	HTC Butterfly S	HTC-M101	Thay bo mạch chính	99HUW004-02	Bo mạch chính Butterfly S	HTC BHQT	
HTC	HTC Butterfly S	HTC-M101	Thay bo mạch chính	99HUW004-02	Bo mạch chính Butterfly S	YES	
HTC	HTC Butterfly S	HTC-G117-Main	Thay camera chính	54H00505-00M	Camera chính HTC One Mini/ One Max/ Butterfly S	YES	
