Hãng điện thoại	Model	Model App	Mã Sửa Chữa	Sửa Chữa	Sửa Chữa App	Mã LK	Linh Kiện	Loại Bảo Hành	Tiền linh kiện	Tiền Công Sửa	Mức Sửa
Lenovo	Lenovo A516 (VN)	Lenovo A516	LNV-2.802	Parts Replacement - Thay Vỏ mặt trước (trắng)	Thay Vỏ mặt trước	SS59A4637X	Khung vỏ mặt trước có keo dán cảm ứng (trắng) Lenovo A516	YES	220000	250000	M2.5
Lenovo	Lenovo A526 (VN)	Lenovo A526	LNV-2.10	Parts Replacement - Thay Bo mạch chính		5B29A6MW51	Bo mạch chính Lenovo A526 (4G)	YES	1720000	200000	M2
Lenovo	Lenovo A526 (VN)	Lenovo A526	LNV-2.630	Parts Replacement - Thay Camera sau	Thay Camera chính	SC29A4631E	Camera sau Lenovo A526	YES	310000	200000	M2
Lenovo	Lenovo A526 (VN)	Lenovo A526	LNV-2.632	Parts Replacement - Thay Camera trước (trên)	Thay Camera trước	5C29A6MW57	Camera trước Lenovo A526	YES	60000	200000	M2
Lenovo	Lenovo A526 (VN)	Lenovo A526	LNV-2.610	Parts Replacement - Thay Chuông	Thay Chuông	5SB9A6MW55	Chuông Lenovo A526	YES	30000	200000	M2
Lenovo	Lenovo A526 (VN)	Lenovo A526	LNV-2.600	Parts Replacement - Thay Loa	Thay Loa	5R79A6MVXY	Loa Lenovo A526	YES	30000	200000	M2
Lenovo	Lenovo A526 (VN)	Lenovo A526	LNV-2.210	Parts Replacement - Thay Màn hình có cảm ứng (đỏ)		5D69A6MW4Y	Màn hình có cảm ứng Lenovo A526	YES	1320000	200000	M2
Lenovo	Lenovo A526 (VN)	Lenovo A526	LNV-2.73	Parts Replacement - Thay Pin	Thay Pin	SB19A46347	Pin sạc 2000mAh BL192 Lenovo A526	YES	310000	0	Free
Lenovo	Lenovo A526 (VN)	Lenovo A526	LNV-2.62	Parts Replacement - Thay Rung	Thay rung	5M79A6MW56	Rung Lenovo A526	YES	30000	200000	M2
Lenovo	Lenovo A526 (VN)	Lenovo A526	LNV-2.700	Parts Replacement - Thay Sạc (đen) kg cáp USB	Thay Sạc (không bao gồm cáp USB)	5A19A464M5	Sạc kg cáp 700mA/5V C-P57 (đen) Lenovo A526	YES	130000	0	Free
Lenovo	Lenovo A526 (VN)	Lenovo A526	LNV-2.720	Parts Replacement - Thay Tai nghe (đen)		5H39A465KW	Tai nghe Lenovo A269I	YES	100000	0	Free
Lenovo	Lenovo A526 (VN)	Lenovo A526	LNV-2.810	Parts Replacement - Thay Vỏ mặt sau	Thay Vỏ mặt sau	5S59A6MW53	Vỏ mặt sau Lenovo A526	YES	310000	200000	M2
Lenovo	Lenovo A536 (VN)	Lenovo A536	LNV-2.10	Parts Replacement - Thay Bo mạch chính		5B29A6N0D9	Bo mạch chính 8G Lenovo A536	YES	0	200000	M2
Lenovo	Lenovo A536 (VN)	Lenovo A536	LNV-2.630	Parts Replacement - Thay Camera sau	Thay Camera chính	SC29A462M0	Camera chính Lenovo A536	YES	0	200000	M2
Lenovo	Lenovo A536 (VN)	Lenovo A536	LNV-2.632	Parts Replacement - Thay Camera trước (trên)	Thay Camera trước	5C29A6N0DG	Camera phụ Lenovo A536	YES	0	200000	M2
Lenovo	Lenovo A536 (VN)	Lenovo A536	LNV-2.710	Parts Replacement - Thay Cáp USB (đen)	Thay Cáp USB	5C19A6N0KY	Cáp tín hiệu USB (đen) Lenovo A536	YES	0	0	Free
Lenovo	Lenovo A536 (VN)	Lenovo A536	LNV-2.711	Parts Replacement - Thay Cáp USB (trắng)	Thay Cáp USB	5C19A6N0KX	Cáp tín hiệu USB (trắng) Lenovo A536	YES	0	0	Free
Lenovo	Lenovo A536 (VN)	Lenovo A536	LNV-2.610	Parts Replacement - Thay Chuông	Thay Chuông	5SB9A6N0DH	Chuông Lenovo A536	YES	0	200000	M2
Lenovo	Lenovo A536 (VN)	Lenovo A536	LNV-2.600	Parts Replacement - Thay Loa	Thay Loa	5R79A6N0DJ	Loa Lenovo A536	YES	0	200000	M2
Lenovo	Lenovo A536 (VN)	Lenovo A536	LNV-2.201	Parts Replacement - Thay Màn hình có cảm ứng (đen)		5D69A6N0DB	Màn hình có cảm ứng và vỏ mặt trước (đen) Lenovo A536	YES	0	200000	M2
Lenovo	Lenovo A536 (VN)	Lenovo A536	LNV-2.202	Parts Replacement - Thay Màn hình có cảm ứng (trắng)		5D69A6N0DA	Màn hình có cảm ứng và vỏ mặt trước (trắng) Lenovo A536	YES	0	200000	M2
Lenovo	Lenovo A536 (VN)	Lenovo A536	LNV-2.62	Parts Replacement - Thay Rung	Thay rung	5M79A6N0DK	Rung Lenovo A536	YES	0	200000	M2
Lenovo	Lenovo A536 (VN)	Lenovo A536	LNV-2.720	Parts Replacement - Thay Tai nghe (đen)		5H39A6N0L1	Tai nghe (đen) Lenovo A536	YES	0	0	Free
Lenovo	Lenovo A536 (VN)	Lenovo A536	LNV-2.721	Parts Replacement - Thay Tai nghe (trắng)		5H39A6N0L0	Tai nghe (trắng) Lenovo A536	YES	0	0	Free
Lenovo	Lenovo A680 (VN)	Lenovo A680	LNV-2.10	Parts Replacement - Thay Bo mạch chính		5B29A6MWWW	Bo mạch chính Lenovo A680	YES	700000	200000	M2
Lenovo	Lenovo A680 (VN)	Lenovo A680	LNV-2.630	Parts Replacement - Thay Camera sau	Thay Camera chính	SC29A4631C	Camera chính Lenovo A680	YES	310000	0	Free
Lenovo	Lenovo A680 (VN)	Lenovo A680	LNV-2.632	Parts Replacement - Thay Camera trước (trên)	Thay Camera trước	5C29A6MWWY	Camera phụ Lenovo A680	YES	60000	200000	M2
Lenovo	Lenovo A680 (VN)	Lenovo A680	LNV-2.30	Parts Replacement - Thay Cáp tín hiệu nút nguồn	Thay Cáp tín hiệu nút nguồn	5F79A466RG	Cáp tín hiệu phím nguồn Lenovo A680	YES	20000	200000	M2
Lenovo	Lenovo A680 (VN)	Lenovo A680	LNV-2.31	Parts Replacement - Thay Cáp tín hiệu nút Volume	Thay Cáp tín hiệu nút Volume	5F79A466RI	Cáp tín hiệu nút phím hông Lenovo A680	YES	20000	200000	M2
Lenovo	Lenovo A680 (VN)	Lenovo A680	LNV-2.710	Parts Replacement - Thay Cáp USB (đen)	Thay Cáp USB	SO29A45624	Cáp kết nối dữ liệu USB (đen) Lenovo	YES	50000	0	Free
Lenovo	Lenovo A680 (VN)	Lenovo A680	LNV-2.711	Parts Replacement - Thay Cáp USB (trắng)	Thay Cáp USB	5C19A6N4VC	Cáp kết nối dữ liệu USB (trắng) Lenovo A680	YES	0	0	Free
Lenovo	Lenovo A680 (VN)	Lenovo A680	LNV-2.610	Parts Replacement - Thay Chuông	Thay Chuông	5SB9A466S2	Chuông Lenovo A680	YES	30000	200000	M2
Lenovo	Lenovo A680 (VN)	Lenovo A680	LNV-2.600	Parts Replacement - Thay Loa	Thay Loa	5R79A4671T	Loa Lenovo A680	YES	40000	200000	M2
Lenovo	Lenovo A680 (VN)	Lenovo A680	LNV-2.201	Parts Replacement - Thay Màn hình có cảm ứng (đen)		5D69A4671U	Màn hình có cảm ứng và vỏ mặt trước (đen) Lenovo A680	YES	1240000	300000	M3
Lenovo	Lenovo A680 (VN)	Lenovo A680	LNV-2.202	Parts Replacement - Thay Màn hình có cảm ứng (trắng)		5D69A467LB	Màn hình có cảm ứng và vỏ mặt trước (trắng) Lenovo A680	YES	1210000	300000	M3
Lenovo	Lenovo A680 (VN)	Lenovo A680	LNV-2.35	Parts Replacement - Thay Micro	Thay Micro	5M49A466RK	Micro Lenovo A680	YES	20000	200000	M2
Lenovo	Lenovo A680 (VN)	Lenovo A680	LNV-2.821	Parts Replacement - Thay Nắp lưng (đen)	Thay nắp lưng sau	5S59A466RO	Nắp pin (đen) Lenovo A680	YES	110000	0	Free
Lenovo	Lenovo A680 (VN)	Lenovo A680	LNV-2.822	Parts Replacement - Thay Nắp lưng (trắng)	Thay nắp lưng sau	5S59A467L8	Nắp pin (trắng) Lenovo A680	YES	110000	0	Free
Lenovo	Lenovo A680 (VN)	Lenovo A680	LNV-2.73	Parts Replacement - Thay Pin	Thay Pin	SB19A46347	Pin sạc 2000mAh BL192 Lenovo A526	YES	310000	0	Free
Lenovo	Lenovo A680 (VN)	Lenovo A680	LNV-2.62	Parts Replacement - Thay Rung	Thay rung	5M79A462WF	Mô tơ rung Lenovo A680	YES	30000	200000	M2
Lenovo	Lenovo A680 (VN)	Lenovo A680	LNV-2.700	Parts Replacement - Thay Sạc (đen) kg cáp USB	Thay Sạc (không bao gồm cáp USB)	SO29A43501	Sạc kg cáp 700mA/5V C-P39 (đen) Lenovo A269I	YES	100000	0	Free
Lenovo	Lenovo A680 (VN)	Lenovo A680	LNV-2.720	Parts Replacement - Thay Tai nghe (đen)		5H39A467LG	Tai nghe Lenovo A680	YES	120000	0	Free
Lenovo	Lenovo A680 (VN)	Lenovo A680	LNV-2.721	Parts Replacement - Thay Tai nghe (trắng)		5H39A6N4VD	Tai nghe (trắng) Lenovo A680	YES	0	0	Free
Lenovo	Lenovo A680 (VN)	Lenovo A680	LNV-2.811	Parts Replacement - Thay Vỏ mặt sau (đen)	Thay Vỏ mặt sau	5S59A4671V	Vỏ mặt sau (đen) Lenovo A680	YES	210000	200000	M2
Lenovo	Lenovo A680 (VN)	Lenovo A680	LNV-2.812	Parts Replacement - Thay Vỏ mặt sau (trắng)	Thay Vỏ mặt sau	5S59A467LC	Vỏ mặt sau (trắng) Lenovo A680	YES	250000	200000	M2
Lenovo	Lenovo A706 (VN)	Lenovo A706	LNV-2.40	Parts Replacement - Thay Ăng ten chính		SCA9A26203	Cáp tín hiệu ăng ten Lenovo A706	YES	50000	200000	M2
Lenovo	Lenovo A706 (VN)	Lenovo A706	LNV-2.10	Parts Replacement - Thay Bo mạch chính		SP69A43642	Bo mạch chính Lenovo A706	YES	2080000	200000	M2
Lenovo	Lenovo A706 (VN)	Lenovo A706	LNV-2.11	Parts Replacement - Thay Bo Phụ		SP69A44034	Bo phụ Lenovo A706	YES	60000	200000	M2
Lenovo	Lenovo A706 (VN)	Lenovo A706	LNV-2.231	Parts Replacement - Thay Cảm ứng (đen)	Thay Cảm ứng	5D79A4639S	Miếng dán cảm ứng Lenovo A706	YES	40000	0	Free
Lenovo	Lenovo A706 (VN)	Lenovo A706	LNV-2.231	Parts Replacement - Thay Cảm ứng (đen)	Thay Cảm ứng	SD19A39333	Cảm ứng (đen) Lenovo A706	YES	620000	300000	M3
Lenovo	Lenovo A706 (VN)	Lenovo A706	LNV-2.232	Parts Replacement - Thay Cảm ứng (trắng)	Thay Cảm ứng	SD19A39423	Cảm ứng (trắng) Lenovo A706	YES	560000	300000	M3
Lenovo	Lenovo A706 (VN)	Lenovo A706	LNV-2.630	Parts Replacement - Thay Camera sau	Thay Camera chính	5C29A12370	Camera chính Lenovo A706	YES	430000	200000	M2
Lenovo	Lenovo A706 (VN)	Lenovo A706	LNV-2.30	Parts Replacement - Thay Cáp tín hiệu nút nguồn	Thay Cáp tín hiệu nút nguồn	SP69A15526	Cáp cảm biến Lenovo A706	YES	100000	200000	M2
Lenovo	Lenovo A706 (VN)	Lenovo A706	LNV-2.31	Parts Replacement - Thay Cáp tín hiệu nút Volume	Thay Cáp tín hiệu nút Volume	SP69A15528	Cáp tín hiệu phím âm thanh Lenovo A706	YES	40000	200000	M2
Lenovo	Lenovo A706 (VN)	Lenovo A706	LNV-2.711	Parts Replacement - Thay Cáp USB (trắng)	Thay Cáp USB	5O29A11837	Cáp kết nối dữ liệu USB (trắng) Lenovo	YES	40000	0	Free
Lenovo	Lenovo A706 (VN)	Lenovo A706	LNV-2.610	Parts Replacement - Thay Chuông	Thay Chuông	5SB9A36519	Chuông Lenovo A850	YES	50000	200000	M2
Lenovo	Lenovo A706 (VN)	Lenovo A706	LNV-2.634	Parts Replacement - Thay Kính Camera	Thay Kính Camera	SMO9A09377	Kính camera Lenovo A706	YES	20000	200000	M2
Lenovo	Lenovo A706 (VN)	Lenovo A706	LNV-2.600	Parts Replacement - Thay Loa	Thay Loa	SSB9A36582	Loa Lenovo A706	YES	60000	200000	M2
Lenovo	Lenovo A706 (VN)	Lenovo A706	LNV-2.220	Parts Replacement - Thay Màn hình		5D19A39177	Màn hình Lenovo A706/A800	YES	870000	300000	M3
Lenovo	Lenovo A706 (VN)	Lenovo A706	LNV-2.220	Parts Replacement - Thay Màn hình		5D79A4639S	Miếng dán cảm ứng Lenovo A706	YES	40000	0	Free
Lenovo	Lenovo A706 (VN)	Lenovo A706	LNV-2.62	Parts Replacement - Thay Rung	Thay rung	5M79A35635	Mô tơ rung Lenovo A706	YES	30000	200000	M2
Lenovo	Lenovo A706 (VN)	Lenovo A706	LNV-2.701	Parts Replacement - Thay Sạc (trắng) kg cáp USB	Thay Sạc (không bao gồm cáp USB)	SO29A43508	Sạc không cáp (trắng) Lenovo A850	YES	110000	0	Free
Lenovo	Lenovo A850 (VN)	Lenovo A850	LNV-2.40	Parts Replacement - Thay Ăng ten chính		SC19A462NU	Cáp tín hiệu ăn ten Lenovo A850	YES	50000	0	Free
Lenovo	Lenovo A850 (VN)	Lenovo A850	LNV-2.10	Parts Replacement - Thay Bo mạch chính		5P69A464OV	Bo mạch chính Lenovo A850	YES	1530000	200000	M2
Lenovo	Lenovo A850 (VN)	Lenovo A850	LNV-2.11	Parts Replacement - Thay Bo Phụ		5P69A464OY	Bo phụ Lenovo A850	YES	190000	200000	M2
Lenovo	Lenovo A850 (VN)	Lenovo A850	LNV-2.630	Parts Replacement - Thay Camera sau	Thay Camera chính	SC29A44787	Camera chính Lenovo A850	YES	340000	200000	M2
Lenovo	Lenovo A850 (VN)	Lenovo A850	LNV-2.632	Parts Replacement - Thay Camera trước (trên)	Thay Camera trước	SC29A44022	Camera trước Lenovo A516	YES	90000	200000	M2
Lenovo	Lenovo A850 (VN)	Lenovo A850	LNV-2.30	Parts Replacement - Thay Cáp tín hiệu nút nguồn	Thay Cáp tín hiệu nút nguồn	SF79A4625F	Cáp cảm biến Lenovo A850	YES	30000	200000	M2
Lenovo	Lenovo A850 (VN)	Lenovo A850	LNV-2.710	Parts Replacement - Thay Cáp USB (đen)	Thay Cáp USB	SO29A11929	Cáp kết nối dữ liệu USB (đen) Lenovo A850	YES	50000	0	Free
Lenovo	Lenovo A850 (VN)	Lenovo A850	LNV-2.711	Parts Replacement - Thay Cáp USB (trắng)	Thay Cáp USB	SO29A11930	Cáp kết nối dữ liệu USB (trắng) Lenovo A850	YES	50000	0	Free
Lenovo	Lenovo A850 (VN)	Lenovo A850	LNV-2.610	Parts Replacement - Thay Chuông	Thay Chuông	5SB9A36519	Chuông Lenovo A850	YES	50000	200000	M2
Lenovo	Lenovo A850 (VN)	Lenovo A850	LNV-2.600	Parts Replacement - Thay Loa	Thay Loa	5SB9A36520	Loa Lenovo A516	YES	20000	200000	M2
Lenovo	Lenovo A850 (VN)	Lenovo A850	LNV-2.201	Parts Replacement - Thay Màn hình có cảm ứng (đen)		5T59A464P1	Màn hình có cảm ứng và vỏ mặt trước Lenovo A850 (đen)	YES	1100000	300000	M3
Lenovo	Lenovo A850 (VN)	Lenovo A850	LNV-2.202	Parts Replacement - Thay Màn hình có cảm ứng (trắng)		5T59A464Y8	Màn hình có cảm ứng và vỏ mặt trước (trắng) Lenovo A850	YES	1060000	300000	M3
Lenovo	Lenovo A850 (VN)	Lenovo A850	LNV-2.73	Parts Replacement - Thay Pin	Thay Pin	5B19A4682G	Pin sạc 2250mAh BL198 Lenovo A859	YES	280000	0	Free
Lenovo	Lenovo A850 (VN)	Lenovo A850	LNV-2.700	Parts Replacement - Thay Sạc (đen) kg cáp USB	Thay Sạc (không bao gồm cáp USB)	SO29A43500	Sạc không cáp Lenovo A850	YES	110000	0	Free
Lenovo	Lenovo A850 (VN)	Lenovo A850	LNV-2.701	Parts Replacement - Thay Sạc (trắng) kg cáp USB	Thay Sạc (không bao gồm cáp USB)	SO29A43508	Sạc không cáp (trắng) Lenovo A850	YES	110000	0	Free
Lenovo	Lenovo A850 (VN)	Lenovo A850	LNV-2.811	Parts Replacement - Thay Vỏ mặt sau (đen)	Thay Vỏ mặt sau	5S59A464OZ	Vỏ mặt sau (đen) Lenovo A850	YES	110000	200000	M2
Lenovo	Lenovo A850 (VN)	Lenovo A850	LNV-2.812	Parts Replacement - Thay Vỏ mặt sau (trắng)	Thay Vỏ mặt sau	5S59A464Y6	Vỏ mặt sau (trắng) Lenovo A850	YES	160000	200000	M2
Lenovo	Lenovo A859 (VN)	Lenovo A859	LNV-2.10	Parts Replacement - Thay Bo mạch chính		5B29A467PI	Bo mạch chính Lenovo A859	YES	1580000	200000	M2
Lenovo	Lenovo A859 (VN)	Lenovo A859	LNV-2.11	Parts Replacement - Thay Bo Phụ		5P69A467PO	Bo phụ Lenovo A859	YES	110000	200000	M2
Lenovo	Lenovo A859 (VN)	Lenovo A859	LNV-2.630	Parts Replacement - Thay Camera sau	Thay Camera chính	5C29A465CS	Camera chính Lenovo A859	YES	680000	200000	M2
Lenovo	Lenovo A859 (VN)	Lenovo A859	LNV-2.632	Parts Replacement - Thay Camera trước (trên)	Thay Camera trước	5C29A467PQ	Camera phụ Lenovo A859	YES	210000	200000	M2
Lenovo	Lenovo A859 (VN)	Lenovo A859	LNV-2.30	Parts Replacement - Thay Cáp tín hiệu nút nguồn	Thay Cáp tín hiệu nút nguồn	5F79A465RD	Cáp cảm biến Lenovo A859	YES	30000	200000	M2
Lenovo	Lenovo A859 (VN)	Lenovo A859	LNV-2.31	Parts Replacement - Thay Cáp tín hiệu nút Volume	Thay Cáp tín hiệu nút Volume	5F79A465RH	Cáp tín hiệu phím âm thanh Lenovo A859	YES	30000	200000	M2
Lenovo	Lenovo A859 (VN)	Lenovo A859	LNV-2.711	Parts Replacement - Thay Cáp USB (trắng)	Thay Cáp USB	SO29A11930	Cáp kết nối dữ liệu USB (trắng) Lenovo A850	YES	50000	0	Free
Lenovo	Lenovo A859 (VN)	Lenovo A859	LNV-2.610	Parts Replacement - Thay Chuông	Thay Chuông	SSB9A36563	Chuông Lenovo S650	YES	80000	200000	M2
Lenovo	Lenovo A859 (VN)	Lenovo A859	LNV-2.600	Parts Replacement - Thay Loa	Thay Loa	5SB9A36520	Loa Lenovo A516	YES	20000	200000	M2
Lenovo	Lenovo A859 (VN)	Lenovo A859	LNV-2.201	Parts Replacement - Thay Màn hình có cảm ứng (đen)		5D69A6MWTE	Màn hình (xám) Lenovo A859	YES	1860000	300000	M3
Lenovo	Lenovo A859 (VN)	Lenovo A859	LNV-2.202	Parts Replacement - Thay Màn hình có cảm ứng (trắng)		5D69A467PK	Màn hình có cảm ứng (trắng) Lenovo A859	YES	1730000	300000	M3
Lenovo	Lenovo A859 (VN)	Lenovo A859	LNV-2.73	Parts Replacement - Thay Pin	Thay Pin	5B19A4682G	Pin sạc 2250mAh BL198 Lenovo A859	YES	280000	0	Free
Lenovo	Lenovo A859 (VN)	Lenovo A859	LNV-2.62	Parts Replacement - Thay Rung	Thay rung	SM79A46237	Mô tơ rung Lenovo A859	YES	50000	200000	M2
Lenovo	Lenovo A859 (VN)	Lenovo A859	LNV-2.701	Parts Replacement - Thay Sạc (trắng) kg cáp USB	Thay Sạc (không bao gồm cáp USB)	5A19A464MB	Sạc không cáp (trắng) Lenovo A859	YES	100000	0	Free
Lenovo	Lenovo K900_16G (VN)	Lenovo K900	LNV-2.10	Parts Replacement - Thay Bo mạch chính		5B29A463W0	Bo mạch chính Lenovo K900	YES	4340000	200000	M2
Lenovo	Lenovo K900_16G (VN)	Lenovo K900	LNV-2.11	Parts Replacement - Thay Bo Phụ		5F79A4640R	Cáp phụ (Micro, chuông, jack sạc/ tai nghe) Lenovo K900	YES	490000	200000	M2
Lenovo	Lenovo K900_16G (VN)	Lenovo K900	LNV-2.630	Parts Replacement - Thay Camera sau	Thay Camera chính	SC29A4631K	Camera chính Lenovo K900	YES	1030000	200000	M2
Lenovo	Lenovo K900_16G (VN)	Lenovo K900	LNV-2.30	Parts Replacement - Thay Cáp tín hiệu nút nguồn	Thay Cáp tín hiệu nút nguồn	SP69A15464	Cáp tín hiệu phím nguồn Lenovo K900	YES	30000	200000	M2
Lenovo	Lenovo K900_16G (VN)	Lenovo K900	LNV-2.31	Parts Replacement - Thay Cáp tín hiệu nút Volume	Thay Cáp tín hiệu nút Volume	SP69A15465	Cáp tín hiệu phím âm thanh Lenovo K900	YES	60000	200000	M2
Lenovo	Lenovo K900_16G (VN)	Lenovo K900	LNV-2.710	Parts Replacement - Thay Cáp USB (đen)	Thay Cáp USB	SO29A11933	Cáp kết nối dữ liệu USB (đen)  Lenovo K900	YES	80000	0	Free
Lenovo	Lenovo K900_16G (VN)	Lenovo K900	LNV-2.634	Parts Replacement - Thay Kính Camera	Thay Kính Camera	SMO9A09175	Kính camera Lenovo K900	YES	60000	200000	M2
Lenovo	Lenovo K900_16G (VN)	Lenovo K900	LNV-2.600	Parts Replacement - Thay Loa	Thay Loa	5SB9A36336	Loa Lenovo K860	YES	80000	200000	M2
Lenovo	Lenovo K900_16G (VN)	Lenovo K900	LNV-2.200	Parts Replacement - Thay Màn hình có cảm ứng		SD19A39424	Màn hình có cảm ứng Lenovo K900	YES	2780000	300000	M3
Lenovo	Lenovo K900_16G (VN)	Lenovo K900	LNV-2.200	Parts Replacement - Thay Màn hình có cảm ứng		SMO9A44693	Khung sườn có keo dán màn hình và cảm ứng Lenovo K900	YES	530000	300000	M3
Lenovo	Lenovo K900_16G (VN)	Lenovo K900	LNV-2.73	Parts Replacement - Thay Pin	Thay Pin	SB19A19865	Pin sạc BL207, Lenovo K900	YES	510000	150000	M1.5
Lenovo	Lenovo K900_16G (VN)	Lenovo K900	LNV-2.700	Parts Replacement - Thay Sạc (đen) kg cáp USB	Thay Sạc (không bao gồm cáp USB)	36200528	Sạc không cáp 2A Lenovo K900	YES	160000	0	Free
Lenovo	Lenovo K900_16G (VN)	Lenovo K900	LNV-2.720	Parts Replacement - Thay Tai nghe (đen)		SO29A11976	Tai nghe Lenovo K900	YES	120000	0	Free
Lenovo	Lenovo K900_16G (VN)	Lenovo K900	LNV-2.811	Parts Replacement - Thay Vỏ mặt sau (đen)	Thay Vỏ mặt sau	SMO9A45538	Vỏ mặt sau Lenovo K900	YES	770000	200000	M2
Lenovo	Lenovo K900_16G (VN)	Lenovo K900	LNV-2.813	Parts Replacement - Thay Vỏ mặt sau (xám)	Thay Vỏ mặt sau	5S59A4644E	Vỏ mặt sau (xám) Lenovo K900	YES	880000	200000	M2
Lenovo	Lenovo K900_32G (VN)	Lenovo K900	LNV-2.10	Parts Replacement - Thay Bo mạch chính		5B29A464CK	Bo mạch chính Lenovo K900_32G	YES	4450000	200000	M2
Lenovo	Lenovo K900_32G (VN)	Lenovo K900	LNV-2.11	Parts Replacement - Thay Bo Phụ		5F79A4640R	Cáp phụ (Micro, chuông, jack sạc/ tai nghe) Lenovo K900	YES	490000	200000	M2
Lenovo	Lenovo K900_32G (VN)	Lenovo K900	LNV-2.630	Parts Replacement - Thay Camera sau	Thay Camera chính	SC29A4631K	Camera chính Lenovo K900	YES	1030000	200000	M2
Lenovo	Lenovo K900_32G (VN)	Lenovo K900	LNV-2.30	Parts Replacement - Thay Cáp tín hiệu nút nguồn	Thay Cáp tín hiệu nút nguồn	SP69A15464	Cáp tín hiệu phím nguồn Lenovo K900	YES	30000	200000	M2
Lenovo	Lenovo K900_32G (VN)	Lenovo K900	LNV-2.31	Parts Replacement - Thay Cáp tín hiệu nút Volume	Thay Cáp tín hiệu nút Volume	SP69A15465	Cáp tín hiệu phím âm thanh Lenovo K900	YES	60000	200000	M2
Lenovo	Lenovo K900_32G (VN)	Lenovo K900	LNV-2.710	Parts Replacement - Thay Cáp USB (đen)	Thay Cáp USB	36200528	Sạc không cáp 2A Lenovo K900	YES	160000	0	Free
Lenovo	Lenovo K900_32G (VN)	Lenovo K900	LNV-2.600	Parts Replacement - Thay Loa	Thay Loa	5SB9A36336	Loa Lenovo K860	YES	80000	200000	M2
Lenovo	Lenovo K900_32G (VN)	Lenovo K900	LNV-2.200	Parts Replacement - Thay Màn hình có cảm ứng		SD19A39424	Màn hình có cảm ứng Lenovo K900	YES	2780000	300000	M3
Lenovo	Lenovo K900_32G (VN)	Lenovo K900	LNV-2.200	Parts Replacement - Thay Màn hình có cảm ứng		SMO9A44693	Khung sườn có keo dán màn hình và cảm ứng Lenovo K900	YES	530000	300000	M3
Lenovo	Lenovo K900_32G (VN)	Lenovo K900	LNV-2.73	Parts Replacement - Thay Pin	Thay Pin	SB19A19865	Pin sạc BL207, Lenovo K900	YES	510000	150000	M1.5
Lenovo	Lenovo K900_32G (VN)	Lenovo K900	LNV-2.62	Parts Replacement - Thay Rung	Thay rung	SM79A35718	Mô tơ rung Lenovo K900	YES	40000	200000	M2
Lenovo	Lenovo K900_32G (VN)	Lenovo K900	LNV-2.700	Parts Replacement - Thay Sạc (đen) kg cáp USB	Thay Sạc (không bao gồm cáp USB)	36200528	Sạc không cáp 2A Lenovo K900	YES	160000	0	Free
Lenovo	Lenovo K900_32G (VN)	Lenovo K900	LNV-2.811	Parts Replacement - Thay Vỏ mặt sau (đen)	Thay Vỏ mặt sau	SMO9A45538	Vỏ mặt sau Lenovo K900	YES	770000	200000	M2
Lenovo	Lenovo K900_32G (VN)	Lenovo K900	LNV-2.813	Parts Replacement - Thay Vỏ mặt sau (xám)	Thay Vỏ mặt sau	5S59A4644E	Vỏ mặt sau (xám) Lenovo K900	YES	880000	200000	M2
Lenovo	Lenovo K910L (VN)	Lenovo K910L	LNV-2.10	Parts Replacement - Thay Bo mạch chính		5B29A4673A	Bo mạch chính Lenovo K910L	YES	4270000	200000	M2
Lenovo	Lenovo K910L (VN)	Lenovo K910L	LNV-2.630	Parts Replacement - Thay Camera sau	Thay Camera chính	SC29A44281	Camera chính Lenovo K910L	YES	1220000	200000	M2
Lenovo	Lenovo K910L (VN)	Lenovo K910L	LNV-2.710	Parts Replacement - Thay Cáp USB (đen)	Thay Cáp USB	SO29A11933	Cáp kết nối dữ liệu USB (đen)  Lenovo K900	YES	80000	0	Free
Lenovo	Lenovo K910L (VN)	Lenovo K910L	LNV-2.711	Parts Replacement - Thay Cáp USB (trắng)	Thay Cáp USB	SO29A11934	Cáp kết nối dữ liệu USB 2A (trắng) Lenovo S930	YES	70000	0	Free
Lenovo	Lenovo K910L (VN)	Lenovo K910L	LNV-2.600	Parts Replacement - Thay Loa	Thay Loa	SSB9A45893	Loa Lenovo K910L	YES	70000	200000	M2
Lenovo	Lenovo K910L (VN)	Lenovo K910L	LNV-2.201	Parts Replacement - Thay Màn hình có cảm ứng (đen)		5D69A4673B	Bộ màn hình có cảm ứng và vỏ mặt trước (đen) Lenovo K910L	YES	3100000	300000	M3
Lenovo	Lenovo K910L (VN)	Lenovo K910L	LNV-2.821	Parts Replacement - Thay Nắp lưng (đen)	Thay nắp lưng sau	5S59A4678I	Nắp pin (màu kim loại) Lenovo K910L	YES	650000	0	Free
Lenovo	Lenovo K910L (VN)	Lenovo K910L	LNV-2.822	Parts Replacement - Thay Nắp lưng (trắng)	Thay nắp lưng sau	5S59A4673C	Nắp pin (bạc) Lenovo K910L	YES	350000	0	Free
Lenovo	Lenovo K910L (VN)	Lenovo K910L	LNV-2.73	Parts Replacement - Thay Pin	Thay Pin	SB19A463BV	Pin sạc 3000mAh BL216, Lenovo K910L	YES	370000	150000	M1.5
Lenovo	Lenovo K910L (VN)	Lenovo K910L	LNV-2.700	Parts Replacement - Thay Sạc (đen) kg cáp USB	Thay Sạc (không bao gồm cáp USB)	5A19A46456	Sạc không cáp Lenovo K910L	YES	130000	0	Free
